Month,Date,Headline_Original,Sentiment,Headline_Clean
August,"Published: August 26, 2020  9:46:48 am","Covid-19 vaccine tracker, August 27: Moderna shot promises to be equally effective in older patients",1,vaccine tracker august moderna shoot promise equally effective older patients
August,"Updated: August 27, 2020  9:28:39 am",Explained: A new model for treating two patients with one ventilator,1,explained new model treat two patients one ventilator
August,"Published: August 26, 2020  1:09:35 am",1-day monsoon session: Punjab Cabinet okays tabling of 4 ordinances for enactment,1,monsoon session punjab cabinet okay table ordinances enactment
August,"Updated: August 26, 2020  7:56:22 am",James Anderson gets milestone 600th as England win Test series against Pakistan,1,james anderson get milestone england win test series pakistan
August,"Updated: August 26, 2020  12:16:09 pm","5 best video editing apps for Android, iOS users",1,best video edit apps android ios users
August,"Updated: August 25, 2020  8:29:37 pm","Smart cards with auto top-up, thermal scanners, warning stickers: DMRC preps up for new normal",1,smart card auto thermal scanners warn stickers dmrc preps new normal
August,"Updated: August 25, 2020  9:00:46 pm",‘Real heroes': Doctor shares picture of his wrinkled hand after removing PPE kit,1,real heroes doctor share picture wrinkle hand remove ppe kit
August,"Updated: August 25, 2020  6:35:37 pm","India Coronavirus Updates, 25 August: For first time, active cases have reduced by 6,423 within 24 hrs – Health Ministry",1,india coronavirus updates august first time active case reduce within hrs health ministry
August,"Published: August 25, 2020  1:20:02 pm",UEFA ‘ready to adapt' Euros again if pandemic forces changes,1,uefa ready adapt euros pandemic force change
August,"Updated: August 25, 2020  3:53:22 pm",Children easily identify when someone is telling the truth and when they are not: Weird But True host Charlie Engleman,1,children easily identify someone tell truth not weird true host charlie engleman
August,"Updated: August 24, 2020  11:07:15 pm","To improve recovery rate, Punjab doctors bank on High Flow Nasal Oxygen machines",1,improve recovery rate punjab doctor bank high flow nasal oxygen machine
August,"Updated: August 25, 2020  9:29:45 am",Zoom releases new update after global outage; service restored,1,zoom release new update global outage service restore
August,"Updated: August 25, 2020  4:11:28 pm","Explained: With better monsoon, what is the outlook for India's farm sector?",1,explained better monsoon outlook india farm sector
August,"Updated: August 25, 2020  2:03:25 pm",Bayern Munich's treble triumph proves organisations do win championships,1,bayern munich treble triumph prove organisations win championships
August,"Published: August 24, 2020  5:30:27 pm",Cataract treatment during COVID-19: Best practices to follow,1,cataract treatment best practice follow
August,"Updated: August 25, 2020  7:43:25 am",Lionel Messi would be ‘welcome' at PSG: Thomas Tuchel,1,lionel messi would welcome psg thomas tuchel
August,"Published: August 24, 2020  10:37:22 am","New research: In T cells, clues why some immune responses stronger",1,new research cells clue immune responses stronger
August,"Published: August 24, 2020  4:28:05 am",KMC launches free Covid tests at doorstep,1,kmc launch free covid test doorstep
August,"Updated: August 24, 2020  9:06:48 am",Mental and physical well-being of elderly requires special focus during pandemic,1,mental physical elderly require special focus pandemic
August,"Published: August 23, 2020  12:43:09 pm",Andy Murray wins first match in nine months; men's tennis returns,1,andy murray win first match nine months men tennis return
August,"Updated: August 23, 2020  8:43:44 am",Daily briefing: Kashmir parties say will fight for Article 370 first; Congress leaders seek changes from top to bottom,1,daily brief kashmir party say fight article first congress leaders seek change top bottom
August,"Updated: August 23, 2020  8:50:23 am",A great opportunity missed,1,great opportunity miss
August,"Updated: August 23, 2020  11:54:45 am",A network of Good Samaritans lends helping hand to Covid patients in distress,1,network good samaritans lend help hand covid patients distress
August,"Updated: August 23, 2020  9:40:12 am","Prayers from outside, muted celebrations: Pune welcomes Ganpati in the time of Covid",1,prayers outside mute celebrations pune welcome ganpati time covid
August,"Published: August 22, 2020  9:16:28 pm",BJP sets target of winning three-fourth seats for NDA in Bihar assembly polls,1,bjp set target win seat nda bihar assembly poll
August,"Updated: August 23, 2020  10:25:03 am","Covid wedding: Ohio couple serve reception lunch at local shelter, win hearts",1,covid wed ohio couple serve reception lunch local shelter win hearts
August,"Updated: August 24, 2020  9:12:38 am",Stabilising blood sugar to reducing PMS: The many health benefits of modak,1,stabilising blood sugar reduce pms many health benefit modak
August,"Updated: August 22, 2020  4:16:03 pm",IPL 2020: Good Samaritan KL Rahul donates PPE hoods to CISF personnel,1,ipl good samaritan kl rahul donate ppe hood cisf personnel
August,"Published: August 22, 2020  1:03:54 pm","For quick coronavirus testing, Israel turns to a clever algorithm",1,quick coronavirus test israel turn clever algorithm
August,"Published: August 22, 2020  12:49:39 pm",India coronavirus numbers explained: Why crossing a million Covid-19 tests is important,1,india coronavirus number explain cross million test important
August,"Updated: August 22, 2020  10:32:59 am","Happy Ganesh Chaturthi 2020 Wishes, Stickers: How to create Happy Ganesh Chaturthi WhatsApp stickers",1,happy ganesh chaturthi wishes stickers create happy ganesh chaturthi whatsapp stickers
August,"Published: August 22, 2020  4:08:18 am","New measures to curb rise in cases in Panchkula: Sampling centres increased, private labs invited",1,new measure curb rise case panchkula sampling centre increase private labs invite
August,"Published: August 22, 2020  1:44:20 am","JDU, BJP welcome EC guidelines ahead of Bihar polls",1,jdu bjp welcome ec guidelines ahead bihar poll
August,"Published: August 22, 2020  1:13:46 am","Direct tax refunds worth Rs 88,652 cr issued to over 24 lakh taxpayers: I-T Dept",1,direct tax refund worth rs cr issue lakh taxpayers dept
August,"Published: August 21, 2020  8:00:51 pm","Yoga, running and home workout: Survey reveals how India stays physically fit in lockdown",1,yoga run home workout survey reveal india stay physically fit lockdown
August,"Published: August 21, 2020  5:08:15 pm",A humorous outlook makes parenting enjoyable: Raageshwari Loomba Swaroop,1,humorous outlook make parent enjoyable raageshwari loomba swaroop
August,"Published: August 21, 2020  3:53:26 pm","Income Tax refunds worth Rs 88,652 crore issued to 24.64 lakh taxpayers so far this fiscal",1,income tax refund worth rs crore issue lakh taxpayers far fiscal
August,"Updated: August 21, 2020  8:55:08 pm","Global Coronavirus Updates, 21 August: Hong Kong offers free testing to all residents; European economic rebound slows as cases rise",1,global coronavirus updates august hong kong offer free test residents european economic rebound slow case rise
August,"Updated: August 21, 2020  1:11:37 pm",Kolkata: Private hospital told to pay Rs 10-lakh fine for overcharging patient,1,kolkata private hospital tell pay rs fine overcharge patient
August,"Updated: August 21, 2020  9:10:29 am","In Bihar, EC's challenge: To ensure level playing field in a mostly virtual campaign",1,bihar ec challenge ensure level play field mostly virtual campaign
August,"Published: August 21, 2020  3:30:08 am",Elevated inflation ‘undermining MPC's actions' to revive growth,1,elevated inflation undermine mpc action revive growth
August,"Updated: August 21, 2020  9:47:53 am",Clear dues to register for next semester: JNU,1,clear dues register next semester jnu
August,"Updated: August 21, 2020  3:02:04 pm","Ganesh Chaturthi in Pune: Nearly 6,000 cops to be deployed to ensure safety norms followed, no crowd at pandals",1,ganesh chaturthi pune nearly cop deploy ensure safety norms follow no crowd pandals
August,"Updated: August 21, 2020  7:43:34 am",Delhi Metro launches new smart card for contactless travel amid Covid-19 times,1,delhi metro launch new smart card contactless travel amid time
August,"Updated: August 21, 2020  1:37:08 pm",Why women leaders have fared better than men in handling Covid-19,1,women leaders fare better men handle
August,"Updated: August 21, 2020  7:47:15 am","Looking for a UV light sterilizer? A few good options under Rs 10,000",1,looking uv light sterilizer good options rs
August,"Updated: August 21, 2020  11:44:38 am","Supreme Court dismisses plea to cancel CBSE compartment exams, asks students to file new petition",1,supreme court dismiss plea cancel cbse compartment exams ask students file new petition
August,"Published: August 20, 2020  9:40:47 am",Explained Ideas: Why SC's order on coparcenary rights should be welcomed,1,explained ideas sc order coparcenary right welcome
August,"Published: August 20, 2020  7:40:24 am","Coronavirus vaccine tracker, August 20: Australia to make vaccines free for its citizens",1,coronavirus vaccine tracker august australia make vaccines free citizens
August,"Updated: August 25, 2020  2:40:53 pm",Explained: How useful are saliva tests for Covid-19?,1,explained useful saliva test
August,"Published: August 20, 2020  3:12:06 am","With most thermal plants likely to miss clean energy deadline, PowerMin recommends breather up to 2 yrs",1,thermal plant likely miss clean energy deadline powermin recommend breather yrs
August,"Updated: August 20, 2020  1:27:54 pm","Rate of recovery improving in Pune, credit goes to health machinery: New district collector",1,rate recovery improve pune credit go health machinery new district collector
August,"Updated: August 23, 2020  10:18:40 am","Explained: As states reduce MLA' salaries, how much cuts will help amid Covid-19",1,explained state reduce mla salaries much cut help amid
August,"Published: August 19, 2020  9:40:53 pm",British Museum undergoes cleaning to remove lockdown dust,1,british museum undergo clean remove lockdown dust
August,"Published: August 19, 2020  7:22:33 pm",UK set for major increase in virus testing,1,uk set major increase virus test
August,"Published: August 19, 2020  4:26:12 pm",Scientists decode immune system changes in children with rare COVID-19 related syndrome,1,scientists decode immune system change children rare relate syndrome
August,"Published: August 19, 2020  3:47:38 pm","Sunitha: Was tested Positive for Covid-19, but now I am safe and healthy",1,sunitha test positive safe healthy
August,"Updated: August 19, 2020  2:41:12 pm",Delhi Metro launches new smart card for ‘contactless travel',1,delhi metro launch new smart card contactless travel
August,"Published: August 19, 2020  12:13:51 pm","Coronavirus numbers explained: Positivity rate begins to decline, relative stagnation in new cases",1,coronavirus number explain positivity rate begin decline relative stagnation new case
August,"Updated: August 23, 2020  10:41:37 am","Coronavirus vaccine update, August 19: Australia to give free doses; India asks developers for price",1,coronavirus vaccine update august australia give free dose india ask developers price
August,"Published: August 19, 2020  4:04:15 am","SC clears PM CARES: No transfer to disaster fund, Trust so no CAG audit",1,sc clear pm cares no transfer disaster fund trust no cag audit
August,"Updated: August 19, 2020  7:07:20 am",Over 60 lakh new NFSA beneficiaries added during pandemic: Govt,1,lakh new nfsa beneficiaries add pandemic govt
August,"Published: August 18, 2020  9:00:43 pm","Australian PM says country to manufacture, distribute COVID-19 vaccine free to citizens",1,australian pm say country manufacture distribute vaccine free citizens
August,"Published: August 18, 2020  6:55:23 pm",WHO: Herd immunity requires effective vaccine,1,herd immunity require effective vaccine
August,"Updated: August 22, 2020  12:01:18 pm","Top 5 tablets under Rs 15,000 to buy right now",1,top tablets rs buy right
August,"Published: August 18, 2020  5:39:37 pm","Tame the pandemic, safely",1,tame pandemic safely
August,"Updated: August 19, 2020  11:14:11 am","Apple, Amazon are hiring; check latest jobs in the private sector",1,apple amazon hire check latest job private sector
August,"Updated: August 18, 2020  5:35:16 pm","Mild Covid-19 cases can produce strong T cell response, says study",1,mild case produce strong cell response say study
August,"Updated: August 18, 2020  5:33:46 pm",Complete transparency in PM Cares fund management: BJP hits back at Rahul Gandhi,1,complete transparency pm cares fund management bjp hit back rahul gandhi
August,"Updated: August 18, 2020  4:32:09 pm","More infectious but less deadly Coronavirus mutation may be ‘a good thing', says disease expert",1,infectious less deadly coronavirus mutation may good thing say disease expert
August,"Updated: August 19, 2020  12:16:04 am",IPL 2020: Dream11 wins IPL title sponsorship rights,1,ipl win ipl title sponsorship right
August,"Updated: August 20, 2020  12:51:36 pm","Global Coronavirus Updates, 18 August: Australian PM says country to manufacture, distribute vaccine free to citizens",1,global coronavirus updates august australian pm say country manufacture distribute vaccine free citizens
September,"September 12, 2020 7:35:28 pm","Teacher shares student's sign-off note, netizens love it",1,teacher share student note netizens love
September,"September 12, 2020 2:23:18 pm",Antarctica is still free of COVID-19. Can it stay that way?,1,antarctica still free stay way
September,"Updated: September 12, 2020  11:52:09 am",From fitness point of view everyone is looking in great shape: RCB skipper Virat Kohli,1,fitness point view everyone look great shape rcb skipper virat kohli
September,"Updated: September 14, 2020  9:33:08 am","Apple's special event: Cheaper Apple Watch, new iPad and more",1,apple special event cheaper apple watch new ipad
September,"Updated: September 12, 2020  8:38:53 am","Told to increase ICU beds, some Delhi hospitals say at full capacity",1,told increase icu bed delhi hospitals say full capacity
September,"Updated: September 12, 2020  10:10:05 am",Legacy of ‘Bombay Biryani': ‘Jafferbhai expressed his love through food',1,legacy bombay biryani jafferbhai express love food
September,"Updated: September 12, 2020  8:47:43 am",Better late,1,better late
September,"Updated: September 11, 2020  11:42:28 pm","‘Controversial' civic chief leaves Nagpur: Crowd gathers outside residence, raise slogans in support as Tukaram Mundhe drives off to Mumbai",1,controversial civic chief leave nagpur crowd gather outside residence raise slogans support tukaram mundhe drive mumbai
September,"September 11, 2020 4:00:33 pm",A diet rich in proteins is important for a child's growth and to boost immunity,1,diet rich proteins important child growth boost immunity
September,"Updated: September 11, 2020  11:57:22 am",Matters of the Mind: Relationships and how to keep them real,1,matters mind relationships keep real
September,"Updated: September 11, 2020  10:19:34 am","An army of helpers could be raised to facilitate transactions, complete transformation",1,army helpers could raise facilitate transactions complete transformation
September,"Updated: September 11, 2020  9:43:55 am",Govt forms panel to measure economic impact of waiving interest on loans under Covid moratorium,1,govt form panel measure economic impact waive interest loan covid moratorium
September,"Updated: September 12, 2020  1:19:33 pm",From live sessions to workout videos: Senior citizens take the e-route to stay fit amid pandemic,1,live sessions workout videos senior citizens take stay fit amid pandemic
September,"September 10, 2020 11:57:51 am","IPL 2020: CSK have experience and quality, I believe we have a great chance, says Shane Watson",1,ipl csk experience quality believe great chance say shane watson
September,"Updated: September 10, 2020  10:55:18 am","New research: Work in progress on rapid, longer-lasting disinfectant",1,new research work progress rapid disinfectant
September,"Updated: September 10, 2020  1:06:44 pm",Kolkata Metro to run special services for NEET students; Covid protocols issued for all,1,kolkata metro run special service neet students covid protocols issue
September,"Updated: September 10, 2020  12:18:23 pm","Art, by appointment only: Galleries in Colaba reopen with new shows, safety guidelines",1,art appointment galleries colaba reopen new show safety guidelines
September,"September 9, 2020 8:29:32 am",Oscars set inclusion standards for best picture category,1,oscars set inclusion standards best picture category
September,"Updated: September 9, 2020  7:39:04 am",TicWatch Pro 2020 review: Good blend of premium and utility,1,ticwatch pro review good blend premium utility
September,"Updated: September 9, 2020  9:08:30 am",Coordinated inequilibrium strategy between RBI and govt is most effective policy response in pandemic,1,coordinated inequilibrium strategy rbi govt effective policy response pandemic
September,"Updated: September 9, 2020  8:57:13 am","Inadequate medical care, lack of social support, is testing resilience of elderly",1,inadequate medical care lack social support test resilience elderly
September,"September 9, 2020 3:01:11 am","EPFO settles 94.41L claims worth Rs 35,445 crore during April-August",1,epfo settle claim worth rs crore
September,"Updated: September 8, 2020  9:18:04 pm","Hyderabad awaits the reopening of iconic parks, shut for over 5 months due to Covid-19",1,hyderabad await reopen iconic park shut months due
September,"September 8, 2020 3:24:34 pm","UPSC allows candidates to change exam centre for Engineering Services, Geo Scientist Main exams",1,upsc allow candidates change exam centre engineering services geo scientist main exams
September,"Updated: September 12, 2020  4:39:21 pm","Men are drinking breast milk for weight loss, muscle growth; but does it really help?",1,men drink breast milk weight loss muscle growth really help
September,"Updated: September 8, 2020  2:09:39 pm",Speaking loudly could also help spread coronavirus: HP Assembly Speaker to MLAs,1,speaking loudly could also help spread coronavirus hp assembly speaker mlas
September,"September 8, 2020 1:06:11 pm","Brussels honours health workers by dressing famous Manneken Pis statue in coat, mask",1,brussels honour health workers dress famous manneken pis statue coat mask
September,"September 8, 2020 12:16:02 pm","China's Xi honours COVID-19 ‘heroes', as focus shifts to economic recovery",1,china xi honour heroes focus shift economic recovery
September,"Updated: September 8, 2020  8:57:57 am",Evidence shows that GDP decline is due to COVID-19. Economy is recovering strongly in unlock phase,1,evidence show gdp decline due economy recover strongly unlock phase
September,"Updated: September 8, 2020  11:37:44 am",EPFO Central Board set to okay offloading  part of ETFs to meet  FY20 interest payout,1,epfo central board set okay offload part etfs meet interest payout
September,"September 7, 2020 11:04:15 pm","Haryana's Covid positivity rate crosses 6 per cent for first time, cases near 80,000",1,haryana covid positivity rate cross per cent first time case near
September,"Updated: September 7, 2020  6:39:16 pm",Entire world lauded Modi govt for saving 130 crore lives by imposing lockdown: JP Nadda,1,entire world laud modi govt save crore live impose lockdown jp nadda
September,"Updated: September 7, 2020  10:30:28 pm","India Coronavirus Updates, September 07: Metro services resume; recoveries outnumber new cases for second straight day in Tamil Nadu",1,india coronavirus updates september metro service resume recoveries outnumber new case second straight day tamil nadu
September,"September 7, 2020 11:04:27 am",Naomi Osaka cruises into US Open quarter-finals with win over Anett Kontaveit,1,naomi osaka cruise us open win anett kontaveit
September,"Updated: September 7, 2020  8:22:43 am","Daily briefing: Over Rs 62,000 cr depositors' cash in loss-making firm; Toy train with 7 coaches makes special run for two passengers",1,daily brief rs cr depositors cash firm toy train coach make special run two passengers
September,"Updated: September 7, 2020  8:34:11 am","HP: Toy train with 7 coaches makes special run — for an NDA aspirant, his father",1,hp toy train coach make special run nda aspirant father
September,"September 7, 2020 2:15:06 am","‘Post Nisarga, main task is to encourage farmers to cultivate again': Aditi Tatkare",1,post nisarga main task encourage farmers cultivate aditi tatkare
September,"Updated: September 8, 2020  10:43:12 am","The best budget laptops with Intel Core i3 processor under Rs 40,000",1,best budget laptops intel core processor rs
September,"Updated: September 6, 2020  7:06:49 pm","Top shuttlers to resume training from Monday in Hyderabad, SAI clears national camp",1,top shuttlers resume train monday hyderabad sai clear national camp
September,"Updated: September 13, 2020  11:43:33 am","Quixplained: Face shields, valved masks vs regular cloth masks, which works best?",1,quixplained face shield valved mask vs regular cloth mask work best
September,"September 6, 2020 2:51:04 am","14, 10 or 7 days? Doctors differ on ideal Covid recovery period",1,days doctors differ ideal covid recovery period
September,"Updated: September 6, 2020  11:48:54 am","Mumbai: Western suburbs have maximum containment zones, high Covid growth rate",1,mumbai western suburbs maximum containment zone high covid growth rate
September,"Updated: September 5, 2020  4:30:08 pm",Trump out to build ‘permission structure' to win back voters,1,trump build permission structure win back voters
September,"Updated: September 5, 2020  10:06:34 am",UEFA Nations League: Italy's winning streak ends at 11 after draw with Bosnia,1,uefa nations league italy win streak end draw bosnia
September,"September 4, 2020 11:47:00 pm","Gujarat: 4 special trains for candidates attending NDA, NA entrance",1,gujarat special train candidates attend nda na entrance
September,"September 4, 2020 9:36:07 pm",Punjab to give free oximeters to Covid-19 patients in home quarantine,1,punjab give free oximeters patients home quarantine
September,"Updated: September 4, 2020  9:18:24 pm",15-year-old who fought off snatchers: ‘Lucky my mobile phone is still with me',1,fight snatchers lucky mobile phone still
September,"September 4, 2020 6:28:45 pm","We expect to hit top gear by end of 2020, says hockey coach Graham Reid",1,expect hit top gear end say hockey coach graham reid
September,"Updated: September 4, 2020  5:41:56 pm","Hope to see comprehensive, peaceful resolution of decade-long Syrian conflict: India",1,hope see comprehensive peaceful resolution syrian conflict india
September,"Updated: September 4, 2020  10:08:59 am",Many countries falling behind on commitments to reduce premature mortality from NCDs: The Lancet,1,many countries fall behind commitments reduce premature mortality ncds lancet
September,"September 4, 2020 6:20:49 am","In Punjab, walk-in Covid testing facility, free kits for doorstep sample collection",1,punjab covid test facility free kit doorstep sample collection
September,"Updated: September 4, 2020  7:17:04 am",Explained: How to combine antibody and PCR tests for better results,1,explained combine antibody pcr test better result
September,"September 4, 2020 1:02:57 am","Nagpur sees steep rise in Covid cases, but also better recovery rate",1,nagpur see steep rise covid case also better recovery rate
September,"Updated: September 4, 2020  8:18:48 am",Karnataka Covid-19 wrap: Covid patients to use postal ballots for gram panchayat polls; more intrastate special trains to operate,1,karnataka wrap covid patients use postal ballot gram panchayat poll intrastate special train operate
September,"September 3, 2020 8:34:28 pm","Walk-in testing facility, free kits for doorstep sample collection as Punjab looks to arrest Covid spike",1,test facility free kit doorstep sample collection punjab look arrest covid spike
September,"Updated: September 4, 2020  7:34:17 am",SP Charan on SPB's health: We are hoping that there will be good news by Monday,1,sp charan spb health hop good news monday
September,"Updated: September 3, 2020  5:10:49 pm","COVID-19 forces cancellation of top Olympiads, a few go online",1,force cancellation top olympiads go online
September,"Updated: September 3, 2020  3:02:02 pm",‘I hope this email finds you well' is now a hilarious meme trend,1,hope email find well hilarious meme trend
September,"Updated: September 4, 2020  2:36:34 am",Delhi High Court allows resumption of breath analyser test for ATCs,1,delhi high court allow resumption breath analyser test atcs
September,"Updated: September 4, 2020  11:43:14 am",Photo of California lawmaker carrying baby during vote sparks debate on social media,1,photo california lawmaker carry baby vote spark debate social media
September,"September 3, 2020 12:34:03 pm","Services sector activity better in August, PMI data shows",1,services sector activity better august pmi data show
September,"September 3, 2020 9:05:00 am","New research: Common heart drugs are safe in Covid-19 patients, trial finds",1,new research common heart drug safe patients trial find
September,"September 3, 2020 8:48:21 am",Ideas Explained: Why India needs bold economic reforms,1,ideas explained india need bold economic reform
September,"September 3, 2020 7:09:01 am","Wear a mask while having sex, Canada's top doctor suggests",1,wear mask sex canada top doctor suggest
September,"Updated: September 3, 2020  12:55:39 pm","West Bengal: Healthy trend of more Covid recoveries continues, 2,976 cases reported",1,west bengal healthy trend covid recoveries continue case report
September,"Updated: September 3, 2020  2:23:29 pm",Positive effect of Covid: Vector-borne diseases see a sharp decline in Ahmedabad,1,positive effect covid diseases see sharp decline ahmedabad
September,"Updated: September 3, 2020  11:54:56 am",Credit outstanding falls by Rs 1.42Lakh crore in April-July period,1,credit outstanding fall rs crore period
September,"Updated: September 3, 2020  1:43:12 pm",Pune: All private and govt offices directed to appoint vigilance officer to ensure safety norms followed at workplace,1,pune private govt offices direct appoint vigilance officer ensure safety norms follow workplace
September,"Updated: September 3, 2020  8:23:44 am","‘I wanted to step out, help people': Meet Veeralakshmi, first woman ambulance pilot in Tamil Nadu",1,want step help people meet veeralakshmi first woman ambulance pilot tamil nadu
September,"September 2, 2020 8:31:32 am",New research: Study finds BCG protects the elderly from various infections,1,new research study find bcg protect elderly various infections
September,"Updated: September 2, 2020  9:00:24 am",Delhi HC asks North MCD to clear salaries of teachers,1,delhi hc ask north mcd clear salaries teachers
September,"Updated: September 2, 2020  6:55:18 am",Explained: A robot to measure Covid-19 patients' vital signs,1,explained robot measure patients vital sign
September,"Updated: September 2, 2020  12:22:51 pm","On JEE Main day 1, 45% attendance at Ludhiana centre, students say satisfied with arrangements",1,jee main day attendance ludhiana centre students say satisfy arrangements
September,"Updated: September 5, 2020  10:01:45 am",JioFiber vs Airtel vs Tata Sky vs ACT Fibernet: Best broadband plans with 300Mbps download speed,1,jiofiber vs airtel vs tata sky vs act fibernet best broadband plan download speed
September,"September 1, 2020 3:51:07 pm",Venice reclaims spotlight as first COVID-era film festival opens,1,venice reclaim spotlight first film festival open
September,"September 1, 2020 1:41:14 pm","Coronavirus India Updates, September 01: Railways planning to introduce over 100 special trains; Delhi's next round of sero-survey begins",1,coronavirus india updates september railways plan introduce special train delhi next round begin
November,"Updated: November 4, 2020  10:48:38 am",Pune: Private hospitals told to work out ‘step down' plan to free up beds for non-Covid patients,1,pune private hospitals tell work step plan free bed patients
November,"Updated: November 4, 2020  3:44:01 pm","Phase-2 of Bihar polls passes off peacefully, turnout 54.64%",1,bihar poll pass peacefully turnout
November,"Updated: November 4, 2020  10:34:00 pm","Limited visitors, social distancing: Goa plans to have a safe Sunburn Festival this December",1,limited visitors social distance goa plan safe sunburn festival december
November,"Updated: November 3, 2020  6:26:03 pm",‘BCCI's job to get their best players on the park': Sourav Ganguly on Rohit Sharma,1,bcci job get best players park sourav ganguly rohit sharma
November,"Updated: November 4, 2020  2:23:26 pm",Bali college allows students hit by economic slowdown to pay fees in coconuts,1,bali college allow students hit economic slowdown pay fee coconuts
November,"November 3, 2020 3:37:34 pm",IIT-Madras alumni launch free ‘masterclass' to upskill Indians during COVID-19 pandemic,1,alumni launch free masterclass upskill indians pandemic
November,"Updated: November 3, 2020  10:51:10 am",Count on this healthy concoction to boost immunity,1,count healthy concoction boost immunity
November,"November 3, 2020 3:30:37 am",Guarded optimism,1,guarded optimism
November,"Updated: November 3, 2020  8:53:57 am",Congress must work on its inability to frame issues in context of strong nation,1,congress must work inability frame issue context strong nation
November,"November 2, 2020 2:14:22 pm",‘Till We Win': Book on COVID-19 by AIIMS Director to hit stands this month,1,till win book aiims director hit stand month
November,"November 2, 2020 9:51:07 am","Asian shares rebound on strong China data, oil on slippery slope",1,asian share rebound strong china data oil slippery slope
November,"Updated: November 2, 2020  9:03:47 am",Watch: Acrobatic Zlatan Ibrahimovic goal gives Milan late win at Udinese,1,watch acrobatic zlatan ibrahimovic goal give milan late win udinese
November,"Updated: November 3, 2020  7:53:13 am",Will Microsoft and Sony play ball on making India a better market for gaming consoles?,1,microsoft sony play ball make india better market game console
November,"Updated: November 2, 2020  4:24:08 am",Ready for take-off,1,ready
November,"Updated: November 2, 2020  11:26:32 am","Amazon contentions ‘misconceived', RRVL deal in best interests of stakeholders: Future",1,amazon contentions misconceive rrvl deal best interest stakeholders future
November,"Updated: November 2, 2020  6:48:33 am",Antigen test good to rule-in patients within 5 days of illness: Study,1,antigen test good patients within days illness study
November,"Updated: November 2, 2020  7:38:58 am",Cristiano Ronaldo scores twice on return from coronavirus in Juventus win,1,cristiano ronaldo score twice return coronavirus juventus win
November,"November 1, 2020 3:21:05 pm",Delhi University admissions 2020: From English Hons to BCom – top courses still available,1,delhi university admissions english hons bcom top course still available
November,"Updated: November 2, 2020  6:53:14 pm",Explained: Surat's special fascination of Ghari on Chandi Padvo,1,explained surat special fascination ghari chandi padvo
October,"October 31, 2020 6:36:12 pm",Expect a lot more of the same if Trump wins a second term,1,expect lot trump win second term
October,"October 31, 2020 6:25:46 pm",Over 100 children with intellectual disabilities showcase their artistic talents on digital platform,1,children intellectual disabilities showcase artistic talents digital platform
October,"Updated: October 31, 2020  7:44:18 am",Juventus needs to find a way to win without Cristiano Ronaldo,1,juventus need find way win without cristiano ronaldo
October,"Updated: October 30, 2020  12:11:06 pm","CSK vs KKR: Ruturaj Gaikwad is one of the most talented players going around, says MS Dhoni",1,csk vs kkr ruturaj gaikwad one talented players go around say ms dhoni
October,"October 30, 2020 1:56:40 am",Covid vaccine to be given free in state: UP health minister,1,covid vaccine give free state health minister
October,"October 30, 2020 12:38:42 am",FTII diploma film wins first prize at Cannes student competition category,1,ftii diploma film win first prize cannes student competition category
October,"October 29, 2020 10:22:31 pm","Indian Police Foundation data: 900 Covid deaths among police forces, CAPFs; ‘number sounds note of caution for festive season'",1,indian police foundation data covid deaths among police force capfs number sound note caution festive season
October,"Updated: October 29, 2020  7:55:15 pm",Popular Halloween trail becomes drive-through due to COVID-19,1,popular halloween trail become due
October,"Updated: October 29, 2020  4:09:41 pm",Parents welcome Delhi govt's decision to keep schools shut,1,parents welcome delhi govt decision keep school shut
October,"October 29, 2020 3:12:27 pm","Allow general public to travel by Mumbai local trains during non-peak hours, govt writes to Railways",1,allow general public travel mumbai local train hours govt write railways
October,"October 29, 2020 3:22:36 am",Social justice plus,1,social justice plus
October,"October 28, 2020 9:40:48 pm",World's longest flight gets ready to take off again,1,world longest flight get ready take
October,"Updated: October 28, 2020  9:07:15 pm","Oxford's Covid-19 vaccine could be ready by December, says Serum Institute CEO",1,oxford vaccine could ready december say serum institute ceo
October,"Updated: October 28, 2020  8:39:07 pm","Manchester United believe they can safely host 23,500 fans at Old Trafford",1,manchester united believe safely host fan old trafford
October,"October 28, 2020 6:20:30 pm",UN reforms important to create a sustainable future: Dr Anantha Duraiappah,1,un reform important create sustainable future dr anantha duraiappah
October,"October 28, 2020 12:44:43 pm","US early voting tops 70 million, continuing historic pace",1,us early vote top million continue historic pace
October,"Updated: October 29, 2020  8:40:30 am",New research: Study identifies genes that help or inhibit coronavirus,1,new research study identify genes help inhibit coronavirus
October,"Updated: October 29, 2020  8:40:37 am",Explained Ideas: Why a peaceful transition of power in the US is being doubted,1,explained ideas peaceful transition power us doubt
October,"October 28, 2020 8:22:53 am",Indian outfit wins UN award for efforts to combat climate change amid COVID-19,1,indian outfit win un award efforts combat climate change amid
October,"Updated: October 28, 2020  8:46:38 am",Can Americans count on a peaceful transition of political power?,1,americans count peaceful transition political power
October,"Updated: October 28, 2020  10:13:19 am",Mumbai cop brings glad tidings: ‘Smiles on people's faces when lost belongings returned a reward',1,mumbai cop bring glad tide smiles people face lose belong return reward
October,"Updated: October 27, 2020  11:15:33 pm",Consistent improvement in area managed without burning paddy stubble: PAU,1,consistent improvement area manage without burn paddy stubble pau
